wkt_geom,Site code,Site name,Source,Date,Longitude,Latitude,Latnoneg,Number of,Number o_1,SIGNALT Sc,SIGNALT _1,WKT,East,North,Year
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",23/03/2016,147.745224,-42.32787733,42.32787733,5,23,2.8,3.4,POINT (147.745224 -42.32787733),561400.002,5313550,2016
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",23/09/2004,147.745224,-42.32787733,42.32787733,37,32,4,4.7,POINT (147.745224 -42.32787733),561400.002,5313550,2004
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",24/04/2007,147.745224,-42.32787733,42.32787733,30,29,3.2,3.6,POINT (147.745224 -42.32787733),561400.002,5313550,2007
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",24/09/2008,147.745224,-42.32787733,42.32787733,22,24,3,3.9,POINT (147.745224 -42.32787733),561400.002,5313550,2008
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",28/09/2006,147.745224,-42.32787733,42.32787733,18,33,4,4.5,POINT (147.745224 -42.32787733),561400.002,5313550,2006
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",29/03/2017,147.745224,-42.32787733,42.32787733,10,16,2.9,3.8,POINT (147.745224 -42.32787733),561400.002,5313550,2017
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",3/09/2007,147.745224,-42.32787733,42.32787733,3,24,3.9,4.5,POINT (147.745224 -42.32787733),561400.002,5313550,2007
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",30/03/2004,147.745224,-42.32787733,42.32787733,83,31,3.9,4.7,POINT (147.745224 -42.32787733),561400.002,5313550,2004
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",5/04/2018,147.745224,-42.32787733,42.32787733,7,19,3.5,4.1,POINT (147.745224 -42.32787733),561400.002,5313550,2018
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",6/11/2009,147.745224,-42.32787733,42.32787733,3,11,3,4.2,POINT (147.745224 -42.32787733),561400.002,5313550,2009
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",7/10/2019,147.745224,-42.32787733,42.32787733,16,33,3.2,4,POINT (147.745224 -42.32787733),561400.002,5313550,2019
Point (561400.00199999997857958 5313550),LSWA05,Little Swanport River at Daniels Road,"Department of Primary Industries, Parks, Water and Environment",8/10/2013,147.745224,-42.32787733,42.32787733,32,22,3.7,4.9,POINT (147.745224 -42.32787733),561400.002,5313550,2013
Point (558555.00399999995715916 5310790),LSWA06,Little Swanport River us Eastern Marshes Rt,"Department of Primary Industries, Parks, Water and Environment",1/04/2004,147.7109763,-42.35295154,42.35295154,57,43,3.6,4.3,POINT (147.7109763 -42.35295154),558555.004,5310790,2004
Point (558555.00399999995715916 5310790),LSWA06,Little Swanport River us Eastern Marshes Rt,"Department of Primary Industries, Parks, Water and Environment",11/05/1998,147.7109763,-42.35295154,42.35295154,4,20,2.8,3.5,POINT (147.7109763 -42.35295154),558555.004,5310790,1998
Point (558555.00399999995715916 5310790),LSWA06,Little Swanport River us Eastern Marshes Rt,"Department of Primary Industries, Parks, Water and Environment",22/09/2003,147.7109763,-42.35295154,42.35295154,19,27,3.4,4.6,POINT (147.7109763 -42.35295154),558555.004,5310790,2003
Point (558555.00399999995715916 5310790),LSWA06,Little Swanport River us Eastern Marshes Rt,"Department of Primary Industries, Parks, Water and Environment",30/09/1998,147.7109763,-42.35295154,42.35295154,25,32,3.5,4.5,POINT (147.7109763 -42.35295154),558555.004,5310790,1998
Point (557359.99699999997392297 5309400),LSWA07,Little Swanport River at Pine Hill South,"Department of Primary Industries, Parks, Water and Environment",1/04/2004,147.6966058,-42.36555814,42.36555814,23,44,3.6,4.6,POINT (147.6966058 -42.36555814),557359.997,5309400,2004
Point (557359.99699999997392297 5309400),LSWA07,Little Swanport River at Pine Hill South,"Department of Primary Industries, Parks, Water and Environment",24/09/2003,147.6966058,-42.36555814,42.36555814,32,27,3.1,4.6,POINT (147.6966058 -42.36555814),557359.997,5309400,2003
Point (556714.99800000002142042 5308215),LSWA08,Little Swanport River at Stonehenge,"Department of Primary Industries, Parks, Water and Environment",1/04/2004,147.6888898,-42.3762769,42.3762769,99,29,3.8,4.3,POINT (147.6888898 -42.3762769),556714.998,5308215,2004
Point (556714.99800000002142042 5308215),LSWA08,Little Swanport River at Stonehenge,"Department of Primary Industries, Parks, Water and Environment",24/09/2003,147.6888898,-42.3762769,42.3762769,25,29,3,4.3,POINT (147.6888898 -42.3762769),556714.998,5308215,2003
Point (556092.00300000002607703 5305907),LSWA09,Little Swanport River us Pages Creek,"Department of Primary Industries, Parks, Water and Environment",24/09/2003,147.6815479,-42.39710663,42.39710663,32,34,2.9,4.3,POINT (147.6815479 -42.39710663),556092.003,5305907,2003
Point (556092.00300000002607703 5305907),LSWA09,Little Swanport River us Pages Creek,"Department of Primary Industries, Parks, Water and Environment",30/03/2004,147.6815479,-42.39710663,42.39710663,70,39,2.9,3.8,POINT (147.6815479 -42.39710663),556092.003,5305907,2004
Point (552369.99699999997392297 5306512),LSWA10,Little Swanport River at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.6362713,-42.39191824,42.39191824,1,32,2.5,3.3,POINT (147.6362713 -42.39191824),552369.997,5306512,2003
Point (552369.99699999997392297 5306512),LSWA10,Little Swanport River at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",26/03/1998,147.6362713,-42.39191824,42.39191824,16,25,2.8,3.3,POINT (147.6362713 -42.39191824),552369.997,5306512,1998
Point (552369.99699999997392297 5306512),LSWA10,Little Swanport River at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",29/03/2004,147.6362713,-42.39191824,42.39191824,11,31,3.1,3.6,POINT (147.6362713 -42.39191824),552369.997,5306512,2004
Point (552369.99699999997392297 5306512),LSWA10,Little Swanport River at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",30/09/1998,147.6362713,-42.39191824,42.39191824,36,25,2.5,3.2,POINT (147.6362713 -42.39191824),552369.997,5306512,1998
Point (549241.99899999995250255 5307103),LSWA11,Little Swanport River at McGills Marsh,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.5982191,-42.38680056,42.38680056,0,21,2.1,3.1,POINT (147.5982191 -42.38680056),549241.999,5307103,2003
Point (549241.99899999995250255 5307103),LSWA11,Little Swanport River at McGills Marsh,"Department of Primary Industries, Parks, Water and Environment",29/03/2004,147.5982191,-42.38680056,42.38680056,0,18,1.9,2.9,POINT (147.5982191 -42.38680056),549241.999,5307103,2004
Point (546266.99699999997392297 5308522),LSWA12,Little Swanport River at lower Inglewood Rd bridge,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.5619649,-42.37420445,42.37420445,3,30,2.4,3.4,POINT (147.5619649 -42.37420445),546266.997,5308522,2003
Point (546266.99699999997392297 5308522),LSWA12,Little Swanport River at lower Inglewood Rd bridge,"Department of Primary Industries, Parks, Water and Environment",29/03/2004,147.5619649,-42.37420445,42.37420445,10,28,2,3,POINT (147.5619649 -42.37420445),546266.997,5308522,2004
Point (568657.99800000002142042 5311914),LSWA18,Pepper Creek at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",11/05/1998,147.8335017,-42.3420035,42.3420035,27,24,3.2,4.5,POINT (147.8335017 -42.3420035),568657.998,5311914,1998
Point (568657.99800000002142042 5311914),LSWA18,Pepper Creek at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",2/04/2004,147.8335017,-42.3420035,42.3420035,45,23,3.3,4.7,POINT (147.8335017 -42.3420035),568657.998,5311914,2004
Point (568657.99800000002142042 5311914),LSWA18,Pepper Creek at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",25/09/2003,147.8335017,-42.3420035,42.3420035,7,26,3.3,5.3,POINT (147.8335017 -42.3420035),568657.998,5311914,2003
Point (568657.99800000002142042 5311914),LSWA18,Pepper Creek at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",30/09/1998,147.8335017,-42.3420035,42.3420035,6,21,3.8,4.4,POINT (147.8335017 -42.3420035),568657.998,5311914,1998
Point (563339.00199999997857958 5315392),LSWA19,Green Tier Creek at Wiggns Rd ford,"Department of Primary Industries, Parks, Water and Environment",24/09/2003,147.7685541,-42.31113411,42.31113411,12,26,3,5.1,POINT (147.7685541 -42.31113411),563339.002,5315392,2003
Point (563339.00199999997857958 5315392),LSWA19,Green Tier Creek at Wiggns Rd ford,"Department of Primary Industries, Parks, Water and Environment",30/03/2004,147.7685541,-42.31113411,42.31113411,27,23,3.7,4.7,POINT (147.7685541 -42.31113411),563339.002,5315392,2004
Point (561936 5318987),LSWA20,Green Tier Creek at Snug Rd ford,"Department of Primary Industries, Parks, Water and Environment",24/09/2003,147.7511467,-42.27887243,42.27887243,26,28,2.5,4.6,POINT (147.7511467 -42.27887243),561936,5318987,2003
Point (567986.99800000002142042 5319832),LSWA21,Rocka Rivulet off Bresnahans Rd,"Department of Primary Industries, Parks, Water and Environment",25/09/2003,147.8244257,-42.27075885,42.27075885,26,16,3.6,6,POINT (147.8244257 -42.27075885),567986.998,5319832,2003
Point (567986.99800000002142042 5319832),LSWA21,Rocka Rivulet off Bresnahans Rd,"Department of Primary Industries, Parks, Water and Environment",31/03/2004,147.8244257,-42.27075885,42.27075885,7,15,2.5,6.3,POINT (147.8244257 -42.27075885),567986.998,5319832,2004
Point (558530.00199999997857958 5310896.00100000016391277),LSWA22,Eastern Marshes Rivulet at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",1/04/2004,147.710662,-42.35199884,42.35199884,8,19,3,3.7,POINT (147.710662 -42.35199884),558530.002,5310896.001,2004
Point (558530.00199999997857958 5310896.00100000016391277),LSWA22,Eastern Marshes Rivulet at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",22/09/2003,147.710662,-42.35199884,42.35199884,6,30,3.4,4.3,POINT (147.710662 -42.35199884),558530.002,5310896.001,2003
Point (558530.00199999997857958 5310896.00100000016391277),LSWA22,Eastern Marshes Rivulet at Swanston Rd,"Department of Primary Industries, Parks, Water and Environment",30/09/1998,147.710662,-42.35199884,42.35199884,5,23,2.2,3.4,POINT (147.710662 -42.35199884),558530.002,5310896.001,1998
Point (554508.00199999997857958 5313305),LSWA23,Eastern Marshes Rivulet at Mannings Rd Ford,"Department of Primary Industries, Parks, Water and Environment",24/09/2003,147.6616033,-42.3305968,42.3305968,57,29,2.7,4.4,POINT (147.6616033 -42.3305968),554508.002,5313305,2003
Point (554508.00199999997857958 5313305),LSWA23,Eastern Marshes Rivulet at Mannings Rd Ford,"Department of Primary Industries, Parks, Water and Environment",30/03/2004,147.6616033,-42.3305968,42.3305968,32,20,2.5,3.7,POINT (147.6616033 -42.3305968),554508.002,5313305,2004
Point (556132.00100000004749745 5305800),LSWA26,Pages Creek at Little Swanport confluence,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.6820443,-42.39806732,42.39806732,2,31,2.8,3.8,POINT (147.6820443 -42.39806732),556132.001,5305800,2003
Point (556132.00100000004749745 5305800),LSWA26,Pages Creek at Little Swanport confluence,"Department of Primary Industries, Parks, Water and Environment",30/03/2004,147.6820443,-42.39806732,42.39806732,44,28,2.2,3.2,POINT (147.6820443 -42.39806732),556132.001,5305800,2004
Point (557462.00100000004749745 5304123),LSWA28,Pages Creek east of Big Lagoon,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.6983711,-42.41307202,42.41307202,1,22,3,4.4,POINT (147.6983711 -42.41307202),557462.001,5304123,2003
Point (557462.00100000004749745 5304123),LSWA28,Pages Creek east of Big Lagoon,"Department of Primary Industries, Parks, Water and Environment",30/03/2004,147.6983711,-42.41307202,42.41307202,11,16,2.8,2.9,POINT (147.6983711 -42.41307202),557462.001,5304123,2004
Point (552099.00199999997857958 5305084),LSWA30,Nutting Garden Rivulet at Sth Rhodes Rd,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.6331083,-42.4047963,42.4047963,10,31,3,4.8,POINT (147.6331083 -42.4047963),552099.002,5305084,2003
Point (552099.00199999997857958 5305084),LSWA30,Nutting Garden Rivulet at Sth Rhodes Rd,"Department of Primary Industries, Parks, Water and Environment",29/03/2004,147.6331083,-42.4047963,42.4047963,12,34,3.3,3.6,POINT (147.6331083 -42.4047963),552099.002,5305084,2004
Point (550534 5302879.00100000016391277),LSWA31,Nutting Garden Rivulet at Tinpot Marsh Rd,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.6142852,-42.42475686,42.42475686,8,24,2.6,4.3,POINT (147.6142852 -42.42475686),550534,5302879.001,2003
Point (550534 5302879.00100000016391277),LSWA31,Nutting Garden Rivulet at Tinpot Marsh Rd,"Department of Primary Industries, Parks, Water and Environment",29/03/2004,147.6142852,-42.42475686,42.42475686,5,33,2.9,3.8,POINT (147.6142852 -42.42475686),550534,5302879.001,2004
Point (550534 5302879.00100000016391277),LSWA31,Nutting Garden Rivulet at Tinpot Marsh Rd,"Department of Primary Industries, Parks, Water and Environment",30/09/1998,147.6142852,-42.42475686,42.42475686,28,34,3,3.9,POINT (147.6142852 -42.42475686),550534,5302879.001,1998
Point (549233.99699999997392297 5307021.00100000016391277),LSWA32,Crichton Creek at Inglewood Rd Bridge,"Department of Primary Industries, Parks, Water and Environment",23/09/2003,147.5981289,-42.38753952,42.38753952,1,23,2.3,3.5,POINT (147.5981289 -42.38753952),549233.997,5307021.001,2003
Point (549233.99699999997392297 5307021.00100000016391277),LSWA32,Crichton Creek at Inglewood Rd Bridge,"Department of Primary Industries, Parks, Water and Environment",29/03/2004,147.5981289,-42.38753952,42.38753952,0,26,1.9,2.9,POINT (147.5981289 -42.38753952),549233.997,5307021.001,2004
Point (549233.99699999997392297 5307021.00100000016391277),LSWA32,Crichton Creek at Inglewood Rd Bridge,"Department of Primary Industries, Parks, Water and Environment",30/09/1998,147.5981289,-42.38753952,42.38753952,0,26,2.5,3.5,POINT (147.5981289 -42.38753952),549233.997,5307021.001,1998
Point (577482.00399999995715916 5309954),LSWA33,Ravensdale Rivulet at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",11/05/1998,147.9408743,-42.35882443,42.35882443,27,17,2.8,3.5,POINT (147.9408743 -42.35882443),577482.004,5309954,1998
Point (577482.00399999995715916 5309954),LSWA33,Ravensdale Rivulet at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",25/09/1998,147.9408743,-42.35882443,42.35882443,17,15,3.1,3.7,POINT (147.9408743 -42.35882443),577482.004,5309954,1998
Point (577482.00399999995715916 5309954),LSWA33,Ravensdale Rivulet at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",26/09/2003,147.9408743,-42.35882443,42.35882443,18,34,3.2,4.9,POINT (147.9408743 -42.35882443),577482.004,5309954,2003
Point (577482.00399999995715916 5309954),LSWA33,Ravensdale Rivulet at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",31/03/2004,147.9408743,-42.35882443,42.35882443,28,23,2.8,3.9,POINT (147.9408743 -42.35882443),577482.004,5309954,2004
Point (582229.99899999995250255 5318067),LSWA34,Lisdillon Rivulet at Tasman Hwy (below weir),"Department of Primary Industries, Parks, Water and Environment",11/05/1998,147.997367,-42.28528096,42.28528096,1,15,3.2,4.4,POINT (147.997367 -42.28528096),582229.999,5318067,1998
Point (582229.99899999995250255 5318067),LSWA34,Lisdillon Rivulet at Tasman Hwy (below weir),"Department of Primary Industries, Parks, Water and Environment",21/09/1998,147.997367,-42.28528096,42.28528096,18,36,3.9,5.3,POINT (147.997367 -42.28528096),582229.999,5318067,1998
Point (582229.99899999995250255 5318067),LSWA34,Lisdillon Rivulet at Tasman Hwy (below weir),"Department of Primary Industries, Parks, Water and Environment",26/09/2003,147.997367,-42.28528096,42.28528096,211,20,3.4,5.7,POINT (147.997367 -42.28528096),582229.999,5318067,2003
Point (582229.99899999995250255 5318067),LSWA34,Lisdillon Rivulet at Tasman Hwy (below weir),"Department of Primary Industries, Parks, Water and Environment",31/03/2004,147.997367,-42.28528096,42.28528096,47,31,3.6,4.7,POINT (147.997367 -42.28528096),582229.999,5318067,2004
Point (582665.99800000002142042 5320737),LSWA35,Buxton River at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",14/05/1998,148.0022734,-42.26119189,42.26119189,23,15,3.5,4.6,POINT (148.0022734 -42.26119189),582665.998,5320737,1998
Point (582665.99800000002142042 5320737),LSWA35,Buxton River at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",21/09/1998,148.0022734,-42.26119189,42.26119189,36,18,3.7,4.9,POINT (148.0022734 -42.26119189),582665.998,5320737,1998
Point (582665.99800000002142042 5320737),LSWA35,Buxton River at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",25/09/2003,148.0022734,-42.26119189,42.26119189,134,19,3.7,5.7,POINT (148.0022734 -42.26119189),582665.998,5320737,2003
Point (582665.99800000002142042 5320737),LSWA35,Buxton River at Tasman Highway,"Department of Primary Industries, Parks, Water and Environment",31/03/2004,148.0022734,-42.26119189,42.26119189,28,23,3.5,5.2,POINT (148.0022734 -42.26119189),582665.998,5320737,2004
Point (532438.99699999997392297 5360409),MACQ01,Macquarie River at Morningside Br,"Department of Primary Industries, Parks, Water and Environment",24/03/1998,147.3911263,-41.90759823,41.90759823,64,35,3.6,4.6,POINT (147.3911263 -41.90759823),532438.997,5360409,1998
Point (532438.99699999997392297 5360409),MACQ01,Macquarie River at Morningside Br,"Department of Primary Industries, Parks, Water and Environment",8/10/1998,147.3911263,-41.90759823,41.90759823,97,39,3.6,4.4,POINT (147.3911263 -41.90759823),532438.997,5360409,1998
Point (547918.00300000002607703 5331932),MACQ02,Macquarie River at Tooms Lake Rd,"Department of Primary Industries, Parks, Water and Environment",13/10/2003,147.580081,-42.16327909,42.16327909,68,36,4.3,5.4,POINT (147.580081 -42.16327909),547918.003,5331932,2003
Point (547918.00300000002607703 5331932),MACQ02,Macquarie River at Tooms Lake Rd,"Department of Primary Industries, Parks, Water and Environment",14/04/2008,147.580081,-42.16327909,42.16327909,20,30,4.3,5,POINT (147.580081 -42.16327909),547918.003,5331932,2008
Point (547918.00300000002607703 5331932),MACQ02,Macquarie River at Tooms Lake Rd,"Department of Primary Industries, Parks, Water and Environment",26/03/1998,147.580081,-42.16327909,42.16327909,36,38,4.3,5.2,POINT (147.580081 -42.16327909),547918.003,5331932,1998
Point (547918.00300000002607703 5331932),MACQ02,Macquarie River at Tooms Lake Rd,"Department of Primary Industries, Parks, Water and Environment",26/04/2004,147.580081,-42.16327909,42.16327909,57,38,4.3,5.1,POINT (147.580081 -42.16327909),547918.003,5331932,2004
Point (547918.00300000002607703 5331932),MACQ02,Macquarie River at Tooms Lake Rd,"Department of Primary Industries, Parks, Water and Environment",6/10/2008,147.580081,-42.16327909,42.16327909,33,26,4,5.1,POINT (147.580081 -42.16327909),547918.003,5331932,2008
Point (547918.00300000002607703 5331932),MACQ02,Macquarie River at Tooms Lake Rd,"Department of Primary Industries, Parks, Water and Environment",7/10/1998,147.580081,-42.16327909,42.16327909,47,37,4.3,5.3,POINT (147.580081 -42.16327909),547918.003,5331932,1998
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",1/05/2006,147.7045195,-42.16260043,42.16260043,65,18,3.8,5.3,POINT (147.7045195 -42.16260043),558198.003,5331930,2006
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",1/10/2015,147.7045195,-42.16260043,42.16260043,10,21,4.3,5.1,POINT (147.7045195 -42.16260043),558198.003,5331930,2015
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",10/04/2000,147.7045195,-42.16260043,42.16260043,57,45,3.7,4.4,POINT (147.7045195 -42.16260043),558198.003,5331930,2000
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",10/11/2005,147.7045195,-42.16260043,42.16260043,48,37,3.9,5.3,POINT (147.7045195 -42.16260043),558198.003,5331930,2005
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",12/10/2000,147.7045195,-42.16260043,42.16260043,47,37,3.6,4.8,POINT (147.7045195 -42.16260043),558198.003,5331930,2000
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",13/03/2020,147.7045195,-42.16260043,42.16260043,8,23,2.9,4.5,POINT (147.7045195 -42.16260043),558198.003,5331930,2020
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",13/10/2003,147.7045195,-42.16260043,42.16260043,48,26,3.6,5.8,POINT (147.7045195 -42.16260043),558198.003,5331930,2003
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",14/04/2008,147.7045195,-42.16260043,42.16260043,15,23,3.7,5,POINT (147.7045195 -42.16260043),558198.003,5331930,2008
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",14/09/2007,147.7045195,-42.16260043,42.16260043,13,17,4.1,6.1,POINT (147.7045195 -42.16260043),558198.003,5331930,2007
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",14/10/2002,147.7045195,-42.16260043,42.16260043,15,30,4.5,5.9,POINT (147.7045195 -42.16260043),558198.003,5331930,2002
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",17/04/2003,147.7045195,-42.16260043,42.16260043,20,33,3.3,4.9,POINT (147.7045195 -42.16260043),558198.003,5331930,2003
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",17/11/2009,147.7045195,-42.16260043,42.16260043,5,13,3.5,5.6,POINT (147.7045195 -42.16260043),558198.003,5331930,2009
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",18/03/2010,147.7045195,-42.16260043,42.16260043,12,20,4.7,5.7,POINT (147.7045195 -42.16260043),558198.003,5331930,2010
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",18/04/2005,147.7045195,-42.16260043,42.16260043,24,21,3.5,4.7,POINT (147.7045195 -42.16260043),558198.003,5331930,2005
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",2/05/2002,147.7045195,-42.16260043,42.16260043,46,44,3.5,4.8,POINT (147.7045195 -42.16260043),558198.003,5331930,2002
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",23/03/2009,147.7045195,-42.16260043,42.16260043,32,24,3,4.2,POINT (147.7045195 -42.16260043),558198.003,5331930,2009
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",23/03/2016,147.7045195,-42.16260043,42.16260043,52,23,3.6,5.2,POINT (147.7045195 -42.16260043),558198.003,5331930,2016
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",26/03/1998,147.7045195,-42.16260043,42.16260043,11,22,3.4,4.6,POINT (147.7045195 -42.16260043),558198.003,5331930,1998
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",26/04/1999,147.7045195,-42.16260043,42.16260043,47,35,4.1,5.2,POINT (147.7045195 -42.16260043),558198.003,5331930,1999
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",26/04/2004,147.7045195,-42.16260043,42.16260043,39,35,4.1,5.3,POINT (147.7045195 -42.16260043),558198.003,5331930,2004
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/1999,147.7045195,-42.16260043,42.16260043,43,33,4,5,POINT (147.7045195 -42.16260043),558198.003,5331930,1999
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",29/03/2017,147.7045195,-42.16260043,42.16260043,16,22,3.5,4.5,POINT (147.7045195 -42.16260043),558198.003,5331930,2017
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",30/03/2007,147.7045195,-42.16260043,42.16260043,10,28,3.2,4.2,POINT (147.7045195 -42.16260043),558198.003,5331930,2007
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",30/09/2011,147.7045195,-42.16260043,42.16260043,57,18,4.9,6.2,POINT (147.7045195 -42.16260043),558198.003,5331930,2011
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",4/04/2001,147.7045195,-42.16260043,42.16260043,13,29,4.3,4.7,POINT (147.7045195 -42.16260043),558198.003,5331930,2001
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",5/04/2018,147.7045195,-42.16260043,42.16260043,22,26,3.5,4,POINT (147.7045195 -42.16260043),558198.003,5331930,2018
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",5/10/2001,147.7045195,-42.16260043,42.16260043,8,32,3.9,5.6,POINT (147.7045195 -42.16260043),558198.003,5331930,2001
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",6/10/2008,147.7045195,-42.16260043,42.16260043,0,14,2.5,3.6,POINT (147.7045195 -42.16260043),558198.003,5331930,2008
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",7/10/1998,147.7045195,-42.16260043,42.16260043,12,37,4.2,5.6,POINT (147.7045195 -42.16260043),558198.003,5331930,1998
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",7/10/2013,147.7045195,-42.16260043,42.16260043,3,18,4.7,6,POINT (147.7045195 -42.16260043),558198.003,5331930,2013
Point (558198.00300000002607703 5331930),MACQ03,Macquarie River off Honeysuckle Rd,"Department of Primary Industries, Parks, Water and Environment",7/10/2019,147.7045195,-42.16260043,42.16260043,51,23,2.8,4.7,POINT (147.7045195 -42.16260043),558198.003,5331930,2019
